Force (N),Position (mm),Stress (MPa),Strain (%),Infill%,Infill Type,Mesh Type,Number of mesh layer,Base Material
77.7,0.0145,0.735,728.0,15,3D,Steel,Double,PLA
78.2,0.0146,0.741,732.0,15,3D,Steel,Double,PLA
78.7,0.0147,0.746,737.0,15,3D,Steel,Double,PLA
79.1,0.0148,0.752,741.0,15,3D,Steel,Double,PLA
79.6,0.0149,0.757,745.0,15,3D,Steel,Double,PLA
80.0,0.015,0.762,749.0,15,3D,Steel,Double,PLA
80.5,0.0151,0.768,754.0,15,3D,Steel,Double,PLA
81.0,0.0152,0.773,759.0,15,3D,Steel,Double,PLA
81.4,0.0153,0.778,762.0,15,3D,Steel,Double,PLA
81.9,0.0154,0.784,767.0,15,3D,Steel,Double,PLA
82.4,0.0155,0.789,771.0,15,3D,Steel,Double,PLA
82.9,0.0156,0.795,776.0,15,3D,Steel,Double,PLA
83.3,0.0157,0.8,780.0,15,3D,Steel,Double,PLA
83.8,0.0159,0.805,785.0,15,3D,Steel,Double,PLA
84.3,0.016,0.811,789.0,15,3D,Steel,Double,PLA
84.7,0.0161,0.816,793.0,15,3D,Steel,Double,PLA
85.2,0.0162,0.822,798.0,15,3D,Steel,Double,PLA
85.6,0.0163,0.827,802.0,15,3D,Steel,Double,PLA
86.1,0.0164,0.832,806.0,15,3D,Steel,Double,PLA
86.5,0.0165,0.838,810.0,15,3D,Steel,Double,PLA
87.0,0.0166,0.843,815.0,15,3D,Steel,Double,PLA
87.5,0.0167,0.849,819.0,15,3D,Steel,Double,PLA
87.9,0.0168,0.854,823.0,15,3D,Steel,Double,PLA
88.2,0.0169,0.859,826.0,15,3D,Steel,Double,PLA
88.8,0.017,0.865,832.0,15,3D,Steel,Double,PLA
89.3,0.0171,0.87,836.0,15,3D,Steel,Double,PLA
89.7,0.0172,0.876,840.0,15,3D,Steel,Double,PLA
90.1,0.0173,0.881,844.0,15,3D,Steel,Double,PLA
90.6,0.0174,0.886,848.0,15,3D,Steel,Double,PLA
91.1,0.0176,0.892,853.0,15,3D,Steel,Double,PLA
91.4,0.0177,0.897,856.0,15,3D,Steel,Double,PLA
91.9,0.0178,0.902,860.0,15,3D,Steel,Double,PLA
92.3,0.0179,0.908,865.0,15,3D,Steel,Double,PLA
92.7,0.018,0.913,868.0,15,3D,Steel,Double,PLA
93.3,0.0181,0.919,874.0,15,3D,Steel,Double,PLA
93.7,0.0182,0.924,878.0,15,3D,Steel,Double,PLA
94.1,0.0183,0.929,881.0,15,3D,Steel,Double,PLA
94.6,0.0184,0.935,885.0,15,3D,Steel,Double,PLA
95.0,0.0185,0.94,890.0,15,3D,Steel,Double,PLA
95.4,0.0186,0.946,894.0,15,3D,Steel,Double,PLA
95.9,0.0187,0.951,898.0,15,3D,Steel,Double,PLA
96.3,0.0188,0.956,902.0,15,3D,Steel,Double,PLA
96.8,0.0189,0.962,906.0,15,3D,Steel,Double,PLA
97.2,0.019,0.967,910.0,15,3D,Steel,Double,PLA
97.7,0.0191,0.973,915.0,15,3D,Steel,Double,PLA
98.1,0.0193,0.978,919.0,15,3D,Steel,Double,PLA
98.5,0.0194,0.983,922.0,15,3D,Steel,Double,PLA
98.9,0.0195,0.989,926.0,15,3D,Steel,Double,PLA
99.3,0.0196,0.994,930.0,15,3D,Steel,Double,PLA
99.8,0.0197,1.0,935.0,15,3D,Steel,Double,PLA
