Force (N),Position (mm),Stress (MPa),Strain (%),Infill%,Infill Type,Mesh Type,Number of mesh layer,Base Material
147,0.13,2.05,0.261,30,Hex,Without Mesh,Zero,PLA
148,0.132,2.08,0.264,30,Hex,Without Mesh,Zero,PLA
150,0.133,2.1,0.267,30,Hex,Without Mesh,Zero,PLA
152,0.135,2.13,0.27,30,Hex,Without Mesh,Zero,PLA
153,0.137,2.14,0.273,30,Hex,Without Mesh,Zero,PLA
155,0.138,2.17,0.277,30,Hex,Without Mesh,Zero,PLA
157,0.14,2.2,0.28,30,Hex,Without Mesh,Zero,PLA
158,0.141,2.21,0.283,30,Hex,Without Mesh,Zero,PLA
160,0.143,2.24,0.286,30,Hex,Without Mesh,Zero,PLA
162,0.145,2.26,0.289,30,Hex,Without Mesh,Zero,PLA
164,0.146,2.29,0.292,30,Hex,Without Mesh,Zero,PLA
165,0.148,2.31,0.295,30,Hex,Without Mesh,Zero,PLA
167,0.149,2.33,0.299,30,Hex,Without Mesh,Zero,PLA
169,0.151,2.36,0.302,30,Hex,Without Mesh,Zero,PLA
170,0.152,2.38,0.305,30,Hex,Without Mesh,Zero,PLA
172,0.154,2.4,0.308,30,Hex,Without Mesh,Zero,PLA
173,0.156,2.42,0.311,30,Hex,Without Mesh,Zero,PLA
175,0.157,2.45,0.314,30,Hex,Without Mesh,Zero,PLA
177,0.159,2.47,0.317,30,Hex,Without Mesh,Zero,PLA
178,0.16,2.49,0.321,30,Hex,Without Mesh,Zero,PLA
180,0.162,2.52,0.324,30,Hex,Without Mesh,Zero,PLA
182,0.163,2.54,0.327,30,Hex,Without Mesh,Zero,PLA
183,0.165,2.56,0.33,30,Hex,Without Mesh,Zero,PLA
185,0.167,2.59,0.333,30,Hex,Without Mesh,Zero,PLA
186,0.168,2.61,0.336,30,Hex,Without Mesh,Zero,PLA
188,0.17,2.63,0.339,30,Hex,Without Mesh,Zero,PLA
190,0.171,2.65,0.342,30,Hex,Without Mesh,Zero,PLA
192,0.173,2.68,0.346,30,Hex,Without Mesh,Zero,PLA
193,0.174,2.7,0.349,30,Hex,Without Mesh,Zero,PLA
195,0.176,2.72,0.352,30,Hex,Without Mesh,Zero,PLA
196,0.178,2.74,0.355,30,Hex,Without Mesh,Zero,PLA
198,0.179,2.77,0.358,30,Hex,Without Mesh,Zero,PLA
199,0.181,2.78,0.361,30,Hex,Without Mesh,Zero,PLA
201,0.182,2.81,0.364,30,Hex,Without Mesh,Zero,PLA
202,0.184,2.83,0.367,30,Hex,Without Mesh,Zero,PLA
204,0.185,2.85,0.371,30,Hex,Without Mesh,Zero,PLA
206,0.187,2.88,0.374,30,Hex,Without Mesh,Zero,PLA
207,0.188,2.9,0.377,30,Hex,Without Mesh,Zero,PLA
209,0.19,2.92,0.38,30,Hex,Without Mesh,Zero,PLA
211,0.192,2.94,0.383,30,Hex,Without Mesh,Zero,PLA
