Force (N),Position (mm),Stress (MPa),Strain (%),Infill%,Infill Type,Mesh Type,Number of mesh layer,Base Material
131,0.167,1.9,0.334,30,3D,Without Mesh,Zero,PLA
132,0.169,1.92,0.338,30,3D,Without Mesh,Zero,PLA
133,0.171,1.93,0.342,30,3D,Without Mesh,Zero,PLA
135,0.173,1.96,0.346,30,3D,Without Mesh,Zero,PLA
136,0.175,1.97,0.35,30,3D,Without Mesh,Zero,PLA
138,0.177,2,0.354,30,3D,Without Mesh,Zero,PLA
138,0.179,2.01,0.358,30,3D,Without Mesh,Zero,PLA
140,0.181,2.03,0.362,30,3D,Without Mesh,Zero,PLA
141,0.183,2.05,0.365,30,3D,Without Mesh,Zero,PLA
143,0.185,2.07,0.369,30,3D,Without Mesh,Zero,PLA
144,0.187,2.09,0.373,30,3D,Without Mesh,Zero,PLA
145,0.189,2.11,0.377,30,3D,Without Mesh,Zero,PLA
146,0.191,2.13,0.381,30,3D,Without Mesh,Zero,PLA
148,0.192,2.15,0.385,30,3D,Without Mesh,Zero,PLA
148,0.194,2.15,0.389,30,3D,Without Mesh,Zero,PLA
150,0.196,2.18,0.393,30,3D,Without Mesh,Zero,PLA
151,0.198,2.19,0.397,30,3D,Without Mesh,Zero,PLA
153,0.2,2.22,0.401,30,3D,Without Mesh,Zero,PLA
154,0.202,2.24,0.405,30,3D,Without Mesh,Zero,PLA
155,0.204,2.25,0.409,30,3D,Without Mesh,Zero,PLA
157,0.206,2.28,0.413,30,3D,Without Mesh,Zero,PLA
158,0.208,2.29,0.416,30,3D,Without Mesh,Zero,PLA
159,0.21,2.31,0.42,30,3D,Without Mesh,Zero,PLA
161,0.212,2.33,0.424,30,3D,Without Mesh,Zero,PLA
162,0.214,2.35,0.428,30,3D,Without Mesh,Zero,PLA
163,0.216,2.37,0.432,30,3D,Without Mesh,Zero,PLA
165,0.218,2.39,0.436,30,3D,Without Mesh,Zero,PLA
165,0.22,2.4,0.44,30,3D,Without Mesh,Zero,PLA
166,0.222,2.41,0.444,30,3D,Without Mesh,Zero,PLA
168,0.224,2.44,0.448,30,3D,Without Mesh,Zero,PLA
169,0.226,2.46,0.452,30,3D,Without Mesh,Zero,PLA
170,0.228,2.47,0.455,30,3D,Without Mesh,Zero,PLA
173,0.23,2.51,0.459,30,3D,Without Mesh,Zero,PLA
173,0.232,2.52,0.463,30,3D,Without Mesh,Zero,PLA
175,0.233,2.53,0.467,30,3D,Without Mesh,Zero,PLA
176,0.235,2.55,0.471,30,3D,Without Mesh,Zero,PLA
177,0.237,2.57,0.475,30,3D,Without Mesh,Zero,PLA
178,0.239,2.58,0.479,30,3D,Without Mesh,Zero,PLA
180,0.241,2.61,0.483,30,3D,Without Mesh,Zero,PLA
181,0.243,2.62,0.487,30,3D,Without Mesh,Zero,PLA
183,0.245,2.65,0.491,30,3D,Without Mesh,Zero,PLA
183,0.247,2.66,0.494,30,3D,Without Mesh,Zero,PLA
185,0.249,2.68,0.498,30,3D,Without Mesh,Zero,PLA
185,0.251,2.69,0.502,30,3D,Without Mesh,Zero,PLA
