Force (N),Position (mm),Stress (MPa),Strain (%),Infill%,Infill Type,Mesh Type,Number of mesh layer,Base Material
-0.0134,0,-0.000191,0,30,Hex,Fiber,Double,PLA
-0.273,0,-0.00388,0,30,Hex,Fiber,Double,PLA
-0.273,0,-0.00388,0,30,Hex,Fiber,Double,PLA
-0.25,0,-0.00357,0,30,Hex,Fiber,Double,PLA
-0.224,0,-0.00318,0,30,Hex,Fiber,Double,PLA
-0.3,0,-0.00427,0,30,Hex,Fiber,Double,PLA
0.235,0,0.00335,0,30,Hex,Fiber,Double,PLA
-0.301,0,-0.00429,0,30,Hex,Fiber,Double,PLA
0.13,0,0.00185,0,30,Hex,Fiber,Double,PLA
-0.366,0,-0.00521,0,30,Hex,Fiber,Double,PLA
0.0101,0,0.000144,0,30,Hex,Fiber,Double,PLA
-0.0237,0,-0.000337,0,30,Hex,Fiber,Double,PLA
-0.215,0,-0.00306,0,30,Hex,Fiber,Double,PLA
-0.169,0,-0.0024,0,30,Hex,Fiber,Double,PLA
-0.443,0,-0.00632,0,30,Hex,Fiber,Double,PLA
-0.0797,0,-0.00114,0,30,Hex,Fiber,Double,PLA
-0.342,0,-0.00487,0,30,Hex,Fiber,Double,PLA
0.187,0,0.00267,0,30,Hex,Fiber,Double,PLA
-0.381,0,-0.00543,0,30,Hex,Fiber,Double,PLA
0.0442,0,0.00063,0,30,Hex,Fiber,Double,PLA
-0.315,0,-0.00449,0,30,Hex,Fiber,Double,PLA
-0.0072,0,-0.000103,0,30,Hex,Fiber,Double,PLA
-0.0245,0,-0.000349,0,30,Hex,Fiber,Double,PLA
-0.195,0,-0.00278,0,30,Hex,Fiber,Double,PLA
-0.337,0,-0.0048,0,30,Hex,Fiber,Double,PLA
-0.294,0,-0.00419,0,30,Hex,Fiber,Double,PLA
-0.0927,0,-0.00132,0,30,Hex,Fiber,Double,PLA
-0.304,0,-0.00433,0,30,Hex,Fiber,Double,PLA
-0.139,0,-0.00197,0,30,Hex,Fiber,Double,PLA
-0.288,0.0002,-0.0041,0.0004,30,Hex,Fiber,Double,PLA
1.35,0.00136,0.0192,0.00271,30,Hex,Fiber,Double,PLA
4.51,0.0046,0.0642,0.0092,30,Hex,Fiber,Double,PLA
7.12,0.00676,0.101,0.0135,30,Hex,Fiber,Double,PLA
9.58,0.00916,0.137,0.0183,30,Hex,Fiber,Double,PLA
12.3,0.0115,0.176,0.0229,30,Hex,Fiber,Double,PLA
15.1,0.0139,0.214,0.0277,30,Hex,Fiber,Double,PLA
18.4,0.0164,0.262,0.0327,30,Hex,Fiber,Double,PLA
21.6,0.0187,0.308,0.0374,30,Hex,Fiber,Double,PLA
24.6,0.0211,0.35,0.0421,30,Hex,Fiber,Double,PLA
27.4,0.0235,0.39,0.0469,30,Hex,Fiber,Double,PLA
30.4,0.0259,0.432,0.0518,30,Hex,Fiber,Double,PLA
33.5,0.0284,0.477,0.0568,30,Hex,Fiber,Double,PLA
36.1,0.0307,0.514,0.0614,30,Hex,Fiber,Double,PLA
39.1,0.0331,0.557,0.0662,30,Hex,Fiber,Double,PLA
42.3,0.0355,0.602,0.071,30,Hex,Fiber,Double,PLA
45.1,0.0379,0.642,0.0758,30,Hex,Fiber,Double,PLA
47.7,0.0403,0.68,0.0806,30,Hex,Fiber,Double,PLA
50.7,0.0426,0.722,0.0852,30,Hex,Fiber,Double,PLA
53.2,0.045,0.758,0.09,30,Hex,Fiber,Double,PLA
56.1,0.0473,0.8,0.0946,30,Hex,Fiber,Double,PLA
58.6,0.0497,0.835,0.0994,30,Hex,Fiber,Double,PLA
61.7,0.0521,0.879,0.104,30,Hex,Fiber,Double,PLA
64.3,0.0545,0.916,0.109,30,Hex,Fiber,Double,PLA
69.6,0.0591,0.991,0.118,30,Hex,Fiber,Double,PLA
70,0.0593,0.997,0.119,30,Hex,Fiber,Double,PLA
72.9,0.0617,1.04,0.123,30,Hex,Fiber,Double,PLA
75.4,0.064,1.07,0.128,30,Hex,Fiber,Double,PLA
78.6,0.0664,1.12,0.133,30,Hex,Fiber,Double,PLA
80.7,0.0687,1.15,0.137,30,Hex,Fiber,Double,PLA
83.4,0.071,1.19,0.142,30,Hex,Fiber,Double,PLA
